# Attempt at a cleaner version of the kidney cancer data from section 2.7 of Bayesian Data Analysis, 3rd edition (Gelman et al.)
# Based on http://www.stat.columbia.edu/~gelman/book/data/cancer/
# Columns 4 to 12 correspond to 1980-84; columns 13 to 21 to 1985-89
# Robin Ryder, 12 September 2019
"","state","Location","fips","dc","dcV","pop","popV","aadc","aadcV","dcC","dcCV","good","dc.2","dcV.2","pop.2","popV.2","aadc.2","aadcV.2","dcC.2","dcCV.2","good.2"
"697","MISSOURI","Dade County, Missouri",29057,1,"VALID",17711,"VALID",6.1,"UNRELIABLE",5.6,"UNRELIABLE",1,3,"VALID",17587,"VALID",10.2,"UNRELIABLE",17.1,"UNRELIABLE",1
"706","MISSOURI","Dallas County, Missouri",29059,1,"VALID",29258,"VALID",2,"UNRELIABLE",3.4,"UNRELIABLE",1,3,"VALID",29941,"VALID",5.3,"UNRELIABLE",10,"UNRELIABLE",1
"720","MISSOURI","Daviess County, Missouri",29061,0,"VALID",20916,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",19375,"VALID",8.6,"UNRELIABLE",10.3,"UNRELIABLE",1
"744","MISSOURI","DeKalb County, Missouri",29063,0,"VALID",20608,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",22086,"VALID",6.6,"UNRELIABLE",9.1,"UNRELIABLE",1
"756","MISSOURI","Dent County, Missouri",29065,3,"VALID",34731,"VALID",7.7,"UNRELIABLE",8.6,"UNRELIABLE",1,0,"VALID",32975,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"804","MISSOURI","Douglas County, Missouri",29067,1,"VALID",28709,"VALID",3.2,"UNRELIABLE",3.5,"UNRELIABLE",1,1,"VALID",28416,"VALID",3.1,"UNRELIABLE",3.5,"UNRELIABLE",1
"817","MISSOURI","Dunklin County, Missouri",29069,7,"VALID",78502,"VALID",7.4,"UNRELIABLE",8.9,"UNRELIABLE",1,8,"VALID",72396,"VALID",7.7,"UNRELIABLE",11.1,"UNRELIABLE",1
"959","MISSOURI","Franklin County, Missouri",29071,8,"VALID",175064,"VALID",4.7,"UNRELIABLE",4.6,"UNRELIABLE",1,12,"VALID",187947,"VALID",6.5,"UNRELIABLE",6.4,"UNRELIABLE",1
"1013","MISSOURI","Gasconade County, Missouri",29073,6,"VALID",32412,"VALID",9.9,"UNRELIABLE",18.5,"UNRELIABLE",1,7,"VALID",33035,"VALID",11.7,"UNRELIABLE",21.2,"UNRELIABLE",1
"1022","MISSOURI","Gentry County, Missouri",29075,2,"VALID",18693,"VALID",5.3,"UNRELIABLE",10.7,"UNRELIABLE",1,1,"VALID",16931,"VALID",2.4,"UNRELIABLE",5.9,"UNRELIABLE",1
"1106","MISSOURI","Greene County, Missouri",29077,23,"VALID",436175,"VALID",5.5,"VALID",5.3,"VALID",1,24,"VALID",465873,"VALID",5.4,"VALID",5.2,"VALID",1
"1128","MISSOURI","Grundy County, Missouri",29079,2,"VALID",27406,"VALID",5.7,"UNRELIABLE",7.3,"UNRELIABLE",1,1,"VALID",25338,"VALID",3.4,"UNRELIABLE",3.9,"UNRELIABLE",1
"1206","MISSOURI","Harrison County, Missouri",29081,0,"VALID",23624,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",21226,"VALID",4.5,"UNRELIABLE",9.4,"UNRELIABLE",1
"1242","MISSOURI","Henry County, Missouri",29083,2,"VALID",46167,"VALID",3.3,"UNRELIABLE",4.3,"UNRELIABLE",1,2,"VALID",47015,"VALID",2.4,"UNRELIABLE",4.3,"UNRELIABLE",1
"1252","MISSOURI","Hickory County, Missouri",29085,2,"VALID",15876,"VALID",14.1,"UNRELIABLE",12.6,"UNRELIABLE",1,1,"VALID",17255,"VALID",3.2,"UNRELIABLE",5.8,"UNRELIABLE",1
"1273","MISSOURI","Holt County, Missouri",29087,1,"VALID",16198,"VALID",7.1,"UNRELIABLE",6.2,"UNRELIABLE",1,0,"VALID",15076,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1295","MISSOURI","Howard County, Missouri",29089,3,"VALID",22179,"VALID",8.8,"UNRELIABLE",13.5,"UNRELIABLE",1,2,"VALID",21693,"VALID",6.8,"UNRELIABLE",9.2,"UNRELIABLE",1
"1298","MISSOURI","Howell County, Missouri",29091,7,"VALID",69663,"VALID",7.1,"UNRELIABLE",10,"UNRELIABLE",1,6,"VALID",72088,"VALID",6.7,"UNRELIABLE",8.3,"UNRELIABLE",1
"1337","MISSOURI","Iron County, Missouri",29093,2,"VALID",26287,"VALID",6,"UNRELIABLE",7.6,"UNRELIABLE",1,1,"VALID",25013,"VALID",3.6,"UNRELIABLE",4,"UNRELIABLE",1
"1364","MISSOURI","Jackson County, Missouri",29095,78,"VALID",1177669,"VALID",6.5,"VALID",6.6,"VALID",1,67,"VALID",1180355,"VALID",5.5,"VALID",5.7,"VALID",1
"1381","MISSOURI","Jasper County, Missouri",29097,11,"VALID",202374,"VALID",4.7,"UNRELIABLE",5.4,"UNRELIABLE",1,15,"VALID",205644,"VALID",6.5,"UNRELIABLE",7.3,"UNRELIABLE",1
"1399","MISSOURI","Jefferson County, Missouri",29099,16,"VALID",367671,"VALID",6,"UNRELIABLE",4.4,"UNRELIABLE",1,20,"VALID",396706,"VALID",6.7,"VALID",5,"VALID",1
"1432","MISSOURI","Johnson County, Missouri",29101,5,"VALID",91785,"VALID",7.8,"UNRELIABLE",5.4,"UNRELIABLE",1,3,"VALID",94151,"VALID",4.3,"UNRELIABLE",3.2,"UNRELIABLE",1
"1513","MISSOURI","Knox County, Missouri",29103,2,"VALID",12921,"VALID",5.4,"UNRELIABLE",15.5,"UNRELIABLE",1,0,"VALID",11586,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1524","MISSOURI","Laclede County, Missouri",29105,1,"VALID",59245,"VALID",1.4,"UNRELIABLE",1.7,"UNRELIABLE",1,2,"VALID",63213,"VALID",2.7,"UNRELIABLE",3.2,"UNRELIABLE",1
"1530","MISSOURI","Lafayette County, Missouri",29107,3,"VALID",70920,"VALID",3.7,"UNRELIABLE",4.2,"UNRELIABLE",1,7,"VALID",72716,"VALID",8.8,"UNRELIABLE",9.6,"UNRELIABLE",1
"1591","MISSOURI","Lawrence County, Missouri",29109,1,"VALID",69201,"VALID",1.4,"UNRELIABLE",1.4,"UNRELIABLE",1,6,"VALID",71315,"VALID",6.4,"UNRELIABLE",8.4,"UNRELIABLE",1
"1628","MISSOURI","Lewis County, Missouri",29111,1,"VALID",25909,"VALID",2.9,"UNRELIABLE",3.9,"UNRELIABLE",1,2,"VALID",24113,"VALID",7.4,"UNRELIABLE",8.3,"UNRELIABLE",1
"1651","MISSOURI","Lincoln County, Missouri",29113,2,"VALID",54893,"VALID",3.8,"UNRELIABLE",3.6,"UNRELIABLE",1,3,"VALID",64921,"VALID",4.6,"UNRELIABLE",4.6,"UNRELIABLE",1
"1668","MISSOURI","Linn County, Missouri",29115,5,"VALID",35835,"VALID",10.7,"UNRELIABLE",14,"UNRELIABLE",1,3,"VALID",33118,"VALID",5,"UNRELIABLE",9.1,"UNRELIABLE",1
"1677","MISSOURI","Livingston County, Missouri",29117,0,"VALID",35702,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",33622,"VALID",3.3,"UNRELIABLE",5.9,"UNRELIABLE",1
"1757","MISSOURI","Macon County, Missouri",29121,2,"VALID",38499,"VALID",4.9,"UNRELIABLE",5.2,"UNRELIABLE",1,2,"VALID",37005,"VALID",5.3,"UNRELIABLE",5.4,"UNRELIABLE",1
"1775","MISSOURI","Madison County, Missouri",29123,1,"VALID",25701,"VALID",2.3,"UNRELIABLE",3.9,"UNRELIABLE",1,4,"VALID",26516,"VALID",9.2,"UNRELIABLE",15.1,"UNRELIABLE",1
"1799","MISSOURI","Maries County, Missouri",29125,4,"VALID",19261,"VALID",14.8,"UNRELIABLE",20.8,"UNRELIABLE",1,1,"VALID",19702,"VALID",4.2,"UNRELIABLE",5.1,"UNRELIABLE",1
"1812","MISSOURI","Marion County, Missouri",29127,5,"VALID",65289,"VALID",5.3,"UNRELIABLE",7.7,"UNRELIABLE",1,6,"VALID",62950,"VALID",7,"UNRELIABLE",9.5,"UNRELIABLE",1
"1731","MISSOURI","McDonald County, Missouri",29119,2,"VALID",37021,"VALID",4.7,"UNRELIABLE",5.4,"UNRELIABLE",1,2,"VALID",39314,"VALID",4.1,"UNRELIABLE",5.1,"UNRELIABLE",1
"1877","MISSOURI","Mercer County, Missouri",29129,0,"VALID",11392,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",9614,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1904","MISSOURI","Miller County, Missouri",29131,2,"VALID",46574,"VALID",4,"UNRELIABLE",4.3,"UNRELIABLE",1,5,"VALID",49647,"VALID",9.4,"UNRELIABLE",10.1,"UNRELIABLE",1
"1918","MISSOURI","Mississippi County, Missouri",29133,1,"VALID",30323,"VALID",3.2,"UNRELIABLE",3.3,"UNRELIABLE",1,3,"VALID",28501,"VALID",8.4,"UNRELIABLE",10.5,"UNRELIABLE",1
"1929","MISSOURI","Moniteau County, Missouri",29135,0,"VALID",29478,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",29483,"VALID",4,"UNRELIABLE",6.8,"UNRELIABLE",1
"1944","MISSOURI","Monroe County, Missouri",29137,2,"VALID",22560,"VALID",8,"UNRELIABLE",8.9,"UNRELIABLE",1,4,"VALID",21524,"VALID",14.1,"UNRELIABLE",18.6,"UNRELIABLE",1
"1965","MISSOURI","Montgomery County, Missouri",29139,2,"VALID",26777,"VALID",5.5,"UNRELIABLE",7.5,"UNRELIABLE",1,1,"VALID",26138,"VALID",1.7,"UNRELIABLE",3.8,"UNRELIABLE",1
"1988","MISSOURI","Morgan County, Missouri",29141,5,"VALID",34044,"VALID",9.9,"UNRELIABLE",14.7,"UNRELIABLE",1,2,"VALID",36635,"VALID",4.4,"UNRELIABLE",5.5,"UNRELIABLE",1
"2045","MISSOURI","New Madrid County, Missouri",29143,1,"VALID",45673,"VALID",2.1,"UNRELIABLE",2.2,"UNRELIABLE",1,2,"VALID",43293,"VALID",3.4,"UNRELIABLE",4.6,"UNRELIABLE",1
"2052","MISSOURI","Newton County, Missouri",29145,7,"VALID",98342,"VALID",6.1,"UNRELIABLE",7.1,"UNRELIABLE",1,7,"VALID",102594,"VALID",6.1,"UNRELIABLE",6.8,"UNRELIABLE",1
"2065","MISSOURI","Nodaway County, Missouri",29147,3,"VALID",54455,"VALID",5.5,"UNRELIABLE",5.5,"UNRELIABLE",1,1,"VALID",51795,"VALID",2.4,"UNRELIABLE",1.9,"UNRELIABLE",1
"2126","MISSOURI","Oregon County, Missouri",29149,0,"VALID",23923,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",22810,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2131","MISSOURI","Osage County, Missouri",29151,3,"VALID",30645,"VALID",10.9,"UNRELIABLE",9.8,"UNRELIABLE",1,4,"VALID",30927,"VALID",10.1,"UNRELIABLE",12.9,"UNRELIABLE",1
"2159","MISSOURI","Ozark County, Missouri",29153,1,"VALID",20050,"VALID",5.1,"UNRELIABLE",5,"UNRELIABLE",1,5,"VALID",20674,"VALID",14.2,"UNRELIABLE",24.2,"UNRELIABLE",1
"2191","MISSOURI","Pemiscot County, Missouri",29155,3,"VALID",42672,"VALID",5.2,"UNRELIABLE",7,"UNRELIABLE",1,2,"VALID",39766,"VALID",4.3,"UNRELIABLE",5,"UNRELIABLE",1
"2210","MISSOURI","Perry County, Missouri",29157,0,"VALID",41036,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,4,"VALID",40624,"VALID",8.2,"UNRELIABLE",9.8,"UNRELIABLE",1
"2218","MISSOURI","Pettis County, Missouri",29159,3,"VALID",82221,"VALID",2.7,"UNRELIABLE",3.6,"UNRELIABLE",1,6,"VALID",81827,"VALID",6.2,"UNRELIABLE",7.3,"UNRELIABLE",1
"2219","MISSOURI","Phelps County, Missouri",29161,5,"VALID",87453,"VALID",5.5,"UNRELIABLE",5.7,"UNRELIABLE",1,5,"VALID",86025,"VALID",5.4,"UNRELIABLE",5.8,"UNRELIABLE",1
"2244","MISSOURI","Pike County, Missouri",29163,1,"VALID",38914,"VALID",1.7,"UNRELIABLE",2.6,"UNRELIABLE",1,3,"VALID",36776,"VALID",7.3,"UNRELIABLE",8.2,"UNRELIABLE",1
"2260","MISSOURI","Platte County, Missouri",29165,3,"VALID",115634,"VALID",4.2,"UNRELIABLE",2.6,"UNRELIABLE",1,3,"VALID",127282,"VALID",3.4,"UNRELIABLE",2.4,"UNRELIABLE",1
"2276","MISSOURI","Polk County, Missouri",29167,1,"VALID",46618,"VALID",1.6,"UNRELIABLE",2.1,"UNRELIABLE",1,3,"VALID",49983,"VALID",3.7,"UNRELIABLE",6,"UNRELIABLE",1
"2328","MISSOURI","Pulaski County, Missouri",29169,1,"VALID",104874,"VALID",1.9,"UNRELIABLE",1,"UNRELIABLE",1,1,"VALID",95288,"VALID",1.7,"UNRELIABLE",1,"UNRELIABLE",1
"2335","MISSOURI","Putnam County, Missouri",29171,0,"VALID",14303,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",12681,"VALID",6.1,"UNRELIABLE",15.8,"UNRELIABLE",1
"2350","MISSOURI","Ralls County, Missouri",29173,3,"VALID",21537,"VALID",11.8,"UNRELIABLE",13.9,"UNRELIABLE",1,1,"VALID",20860,"VALID",3.5,"UNRELIABLE",4.8,"UNRELIABLE",1
"2359","MISSOURI","Randolph County, Missouri",29175,4,"VALID",57890,"VALID",5.7,"UNRELIABLE",6.9,"UNRELIABLE",1,6,"VALID",57640,"VALID",8.3,"UNRELIABLE",10.4,"UNRELIABLE",1
"2368","MISSOURI","Ray County, Missouri",29177,1,"VALID",51437,"VALID",1.8,"UNRELIABLE",1.9,"UNRELIABLE",1,3,"VALID",52420,"VALID",5,"UNRELIABLE",5.7,"UNRELIABLE",1
"2383","MISSOURI","Reynolds County, Missouri",29179,2,"VALID",17822,"VALID",8.9,"UNRELIABLE",11.2,"UNRELIABLE",1,1,"VALID",16472,"VALID",4.4,"UNRELIABLE",6.1,"UNRELIABLE",1
"2407","MISSOURI","Ripley County, Missouri",29181,1,"VALID",29729,"VALID",2.1,"UNRELIABLE",3.4,"UNRELIABLE",1,1,"VALID",28963,"VALID",2.8,"UNRELIABLE",3.5,"UNRELIABLE",1
"2465","MISSOURI","Saint Charles County, Missouri",29183,9,"VALID",371107,"VALID",3.4,"UNRELIABLE",2.4,"UNRELIABLE",1,10,"VALID",458393,"VALID",3.2,"UNRELIABLE",2.2,"UNRELIABLE",1
"2470","MISSOURI","Saint Clair County, Missouri",29185,0,"VALID",20611,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",19949,"VALID",3.8,"UNRELIABLE",5,"UNRELIABLE",1
"2474","MISSOURI","Saint Francois County, Missouri",29187,7,"VALID",101896,"VALID",5.8,"UNRELIABLE",6.9,"UNRELIABLE",1,7,"VALID",109974,"VALID",5.2,"UNRELIABLE",6.4,"UNRELIABLE",1
"2483","MISSOURI","Saint Louis City, Missouri",29510,43,"VALID",530715,"VALID",5.6,"VALID",8.1,"VALID",1,31,"VALID",503078,"VALID",5.1,"VALID",6.2,"VALID",1
"2485","MISSOURI","Saint Louis County, Missouri",29189,117,"VALID",2045302,"VALID",5.5,"VALID",5.7,"VALID",1,142,"VALID",2023838,"VALID",6.5,"VALID",7,"VALID",1
"2472","MISSOURI","Sainte Genevieve County, Missouri",29186,5,"VALID",37378,"VALID",11.6,"UNRELIABLE",13.4,"UNRELIABLE",1,1,"VALID",38894,"VALID",2.2,"UNRELIABLE",2.6,"UNRELIABLE",1
"2496","MISSOURI","Saline County, Missouri",29195,6,"VALID",56445,"VALID",8,"UNRELIABLE",10.6,"UNRELIABLE",1,5,"VALID",54434,"VALID",7.5,"UNRELIABLE",9.2,"UNRELIABLE",1
"2544","MISSOURI","Schuyler County, Missouri",29197,1,"VALID",11633,"VALID",5.4,"UNRELIABLE",8.6,"UNRELIABLE",1,0,"VALID",10453,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2548","MISSOURI","Scotland County, Missouri",29199,0,"VALID",12867,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",12078,"VALID",10.9,"UNRELIABLE",16.6,"UNRELIABLE",1
"2558","MISSOURI","Scott County, Missouri",29201,4,"VALID",86426,"VALID",4.8,"UNRELIABLE",4.6,"UNRELIABLE",1,6,"VALID",85764,"VALID",6.7,"UNRELIABLE",7,"UNRELIABLE",1
"2581","MISSOURI","Shannon County, Missouri",29203,2,"VALID",19576,"VALID",8.2,"UNRELIABLE",10.2,"UNRELIABLE",1,0,"VALID",18692,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2593","MISSOURI","Shelby County, Missouri",29205,1,"VALID",18180,"VALID",3.2,"UNRELIABLE",5.5,"UNRELIABLE",1,5,"VALID",16697,"VALID",12.5,"UNRELIABLE",29.9,"UNRELIABLE",1
"2675","MISSOURI","Stoddard County, Missouri",29207,8,"VALID",66888,"VALID",10.6,"UNRELIABLE",12,"UNRELIABLE",1,2,"VALID",67009,"VALID",2.3,"UNRELIABLE",3,"UNRELIABLE",1
"2679","MISSOURI","Stone County, Missouri",29209,3,"VALID",39357,"VALID",4.7,"UNRELIABLE",7.6,"UNRELIABLE",1,3,"VALID",43532,"VALID",3.7,"UNRELIABLE",6.9,"UNRELIABLE",1
"2690","MISSOURI","Sullivan County, Missouri",29211,0,"VALID",17528,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",15805,"VALID",7.8,"UNRELIABLE",12.7,"UNRELIABLE",1
"2729","MISSOURI","Taney County, Missouri",29213,7,"VALID",51901,"VALID",6.2,"UNRELIABLE",13.5,"UNRELIABLE",1,6,"VALID",58424,"VALID",4.9,"UNRELIABLE",10.3,"UNRELIABLE",1
"2755","MISSOURI","Texas County, Missouri",29215,5,"VALID",51269,"VALID",7.3,"UNRELIABLE",9.8,"UNRELIABLE",1,5,"VALID",51116,"VALID",6.9,"UNRELIABLE",9.8,"UNRELIABLE",1
"2865","MISSOURI","Vernon County, Missouri",29217,5,"VALID",45727,"VALID",7.9,"UNRELIABLE",10.9,"UNRELIABLE",1,2,"VALID",44854,"VALID",4.6,"UNRELIABLE",4.5,"UNRELIABLE",1
"2907","MISSOURI","Warren County, Missouri",29219,2,"VALID",37468,"VALID",4.5,"UNRELIABLE",5.3,"UNRELIABLE",1,4,"VALID",44142,"VALID",7.1,"UNRELIABLE",9.1,"UNRELIABLE",1
"2936","MISSOURI","Washington County, Missouri",29221,3,"VALID",44710,"VALID",7.5,"UNRELIABLE",6.7,"UNRELIABLE",1,1,"VALID",47429,"VALID",2.1,"UNRELIABLE",2.1,"UNRELIABLE",1
"2967","MISSOURI","Wayne County, Missouri",29223,1,"VALID",27673,"VALID",2.9,"UNRELIABLE",3.6,"UNRELIABLE",1,0,"VALID",27771,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2984","MISSOURI","Webster County, Missouri",29225,5,"VALID",51613,"VALID",8.8,"UNRELIABLE",9.7,"UNRELIABLE",1,0,"VALID",56569,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"3075","MISSOURI","Worth County, Missouri",29227,1,"VALID",7016,"VALID",4.8,"UNRELIABLE",14.3,"UNRELIABLE",1,1,"VALID",6153,"VALID",14,"UNRELIABLE",16.3,"UNRELIABLE",1
"3078","MISSOURI","Wright County, Missouri",29229,5,"VALID",39537,"VALID",9.3,"UNRELIABLE",12.6,"UNRELIABLE",1,4,"VALID",39672,"VALID",9.2,"UNRELIABLE",10.1,"UNRELIABLE",1
"160","MONTANA","Beaverhead County, Montana",30001,2,"VALID",21335,"VALID",9.7,"UNRELIABLE",9.4,"UNRELIABLE",1,0,"VALID",21134,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"202","MONTANA","Big Horn County, Montana",30003,1,"VALID",14182,"VALID",7,"UNRELIABLE",7.1,"UNRELIABLE",1,1,"VALID",13214,"VALID",5.2,"UNRELIABLE",7.6,"UNRELIABLE",1
"211","MONTANA","Blaine County, Montana",30005,2,"VALID",11686,"VALID",10.5,"UNRELIABLE",17.1,"UNRELIABLE",1,0,"VALID",10974,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"272","MONTANA","Broadwater County, Montana",30007,0,"VALID",8256,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",8569,"VALID",8.4,"UNRELIABLE",11.7,"UNRELIABLE",1
"380","MONTANA","Carbon County, Montana",30009,2,"VALID",20511,"VALID",7,"UNRELIABLE",9.8,"UNRELIABLE",1,1,"VALID",20025,"VALID",4.4,"UNRELIABLE",5,"UNRELIABLE",1
"406","MONTANA","Carter County, Montana",30011,0,"VALID",4504,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",4194,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"411","MONTANA","Cascade County, Montana",30013,12,"VALID",189310,"VALID",6.8,"UNRELIABLE",6.3,"UNRELIABLE",1,13,"VALID",181895,"VALID",6.8,"UNRELIABLE",7.1,"UNRELIABLE",1
"499","MONTANA","Chouteau County, Montana",30015,1,"VALID",15213,"VALID",5.1,"UNRELIABLE",6.6,"UNRELIABLE",1,1,"VALID",13989,"VALID",4.8,"UNRELIABLE",7.1,"UNRELIABLE",1
"691","MONTANA","Custer County, Montana",30017,1,"VALID",31515,"VALID",2.8,"UNRELIABLE",3.2,"UNRELIABLE",1,1,"VALID",29833,"VALID",2.9,"UNRELIABLE",3.4,"UNRELIABLE",1
"709","MONTANA","Daniels County, Montana",30019,1,"VALID",6864,"VALID",8.6,"UNRELIABLE",14.6,"UNRELIABLE",1,1,"VALID",6013,"VALID",9.8,"UNRELIABLE",16.6,"UNRELIABLE",1
"726","MONTANA","Dawson County, Montana",30021,1,"VALID",30161,"VALID",3.3,"UNRELIABLE",3.3,"UNRELIABLE",1,1,"VALID",26166,"VALID",2.9,"UNRELIABLE",3.8,"UNRELIABLE",1
"738","MONTANA","Deer Lodge County, Montana",30023,3,"VALID",28045,"VALID",9.4,"UNRELIABLE",10.7,"UNRELIABLE",1,1,"VALID",25432,"VALID",3.6,"UNRELIABLE",3.9,"UNRELIABLE",1
"893","MONTANA","Fallon County, Montana",30025,1,"VALID",9436,"VALID",9.9,"UNRELIABLE",10.6,"UNRELIABLE",1,0,"VALID",8573,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"915","MONTANA","Fergus County, Montana",30027,2,"VALID",31649,"VALID",4.1,"UNRELIABLE",6.3,"UNRELIABLE",1,1,"VALID",30139,"VALID",2.2,"UNRELIABLE",3.3,"UNRELIABLE",1
"922","MONTANA","Flathead County, Montana",30029,4,"VALID",130510,"VALID",3,"UNRELIABLE",3.1,"UNRELIABLE",1,4,"VALID",140204,"VALID",2.7,"UNRELIABLE",2.9,"UNRELIABLE",1
"998","MONTANA","Gallatin County, Montana",30031,3,"VALID",114028,"VALID",3.6,"UNRELIABLE",2.6,"UNRELIABLE",1,2,"VALID",122684,"VALID",1.6,"UNRELIABLE",1.6,"UNRELIABLE",1
"1003","MONTANA","Garfield County, Montana",30033,0,"VALID",4269,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",4108,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1036","MONTANA","Glacier County, Montana",30035,2,"VALID",14163,"VALID",12.8,"UNRELIABLE",14.1,"UNRELIABLE",1,3,"VALID",13601,"VALID",17.5,"UNRELIABLE",22.1,"UNRELIABLE",1
"1046","MONTANA","Golden Valley County, Montana",30037,0,"VALID",2636,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",2505,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1069","MONTANA","Granite County, Montana",30039,0,"VALID",6891,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,2,"VALID",6791,"VALID",17.4,"UNRELIABLE",29.5,"UNRELIABLE",1
"1258","MONTANA","Hill County, Montana",30041,0,"VALID",39394,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",37153,"VALID",2.9,"UNRELIABLE",2.7,"UNRELIABLE",1
"1400","MONTANA","Jefferson County, Montana",30043,0,"VALID",18213,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",19177,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1447","MONTANA","Judith Basin County, Montana",30045,0,"VALID",6819,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",6204,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1542","MONTANA","Lake County, Montana",30047,7,"VALID",39750,"VALID",12.3,"UNRELIABLE",17.6,"UNRELIABLE",1,2,"VALID",40747,"VALID",3.1,"UNRELIABLE",4.9,"UNRELIABLE",1
"1625","MONTANA","Lewis and Clark County, Montana",30049,8,"VALID",106998,"VALID",8.7,"UNRELIABLE",7.5,"UNRELIABLE",1,3,"VALID",112300,"VALID",2.8,"UNRELIABLE",2.7,"UNRELIABLE",1
"1637","MONTANA","Liberty County, Montana",30051,1,"VALID",6020,"VALID",17.6,"UNRELIABLE",16.6,"UNRELIABLE",1,0,"VALID",5784,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1652","MONTANA","Lincoln County, Montana",30053,5,"VALID",44906,"VALID",13.5,"UNRELIABLE",11.1,"UNRELIABLE",1,0,"VALID",44479,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1776","MONTANA","Madison County, Montana",30057,0,"VALID",14534,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,1,"VALID",14958,"VALID",3.9,"UNRELIABLE",6.7,"UNRELIABLE",1
"1724","MONTANA","McCone County, Montana",30055,1,"VALID",7136,"VALID",11.5,"UNRELIABLE",14,"UNRELIABLE",1,1,"VALID",6258,"VALID",13.6,"UNRELIABLE",16,"UNRELIABLE",1
"1858","MONTANA","Meagher County, Montana",30059,1,"VALID",5626,"VALID",14.4,"UNRELIABLE",17.8,"UNRELIABLE",1,0,"VALID",4993,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"1909","MONTANA","Mineral County, Montana",30061,1,"VALID",8991,"VALID",10.8,"UNRELIABLE",11.1,"UNRELIABLE",1,1,"VALID",8372,"VALID",9.9,"UNRELIABLE",11.9,"UNRELIABLE",1
"1919","MONTANA","Missoula County, Montana",30063,8,"VALID",182922,"VALID",5.9,"UNRELIABLE",4.4,"UNRELIABLE",1,7,"VALID",185038,"VALID",4.6,"UNRELIABLE",3.8,"UNRELIABLE",1
"2016","MONTANA","Musselshell County, Montana",30065,1,"VALID",11649,"VALID",7,"UNRELIABLE",8.6,"UNRELIABLE",1,1,"VALID",10961,"VALID",7.9,"UNRELIABLE",9.1,"UNRELIABLE",1
"2171","MONTANA","Park County, Montana",30067,3,"VALID",33122,"VALID",6.8,"UNRELIABLE",9.1,"UNRELIABLE",1,2,"VALID",32967,"VALID",5.5,"UNRELIABLE",6.1,"UNRELIABLE",1
"2217","MONTANA","Petroleum County, Montana",30069,0,"VALID",1687,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1,0,"VALID",1454,"VALID",0,"UNRELIABLE",0,"UNRELIABLE",1
"2225","MONTANA","Phillips County, Montana",30071,1,"VALID",12882,"VALID",7.2,"UNRELIABLE",7.8,"UNRELIABLE",1,1,"VALID",12276,"VALID",6.2,"UNRELIABLE",8.1,"UNRELIABLE",1
